spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
trees,consistent visual lines,promote tranquility,positive,201311_113.882861_22.6128348.png,relaxation
buildings,slight sense of disorder,distraction,negative,201311_113.8964295_22.5980825.png,distraction from surroundings
trees,slight sense of disorder,distraction,negative,201311_113.8964295_22.5980825.png,distraction from surroundings
road,slight sense of disorder,distraction,negative,201311_113.8964295_22.5980825.png,distraction from surroundings
materials,lack of cohesion,avoidance,negative,201311_113.8964295_22.5980825.png,hesitation to use space
greenery,lack of cohesion,avoidance,negative,201311_113.8964295_22.5980825.png,hesitation to use space
road,sense of order,navigate smoothly,positive,201311_113.9210168_22.637396899999995.png,efficient traffic flow
barrier,disarray,hesitate or avoid,negative,201311_113.9210168_22.637396899999995.png,hesitation in movement
landscaping,sense of coherence,feel comfortable navigating,positive,201311_113.91650685779294_22.599782819195894.png,confidence in safety
markings,predictable environment,follow paths easily,positive,201311_113.91650685779294_22.599782819195894.png,navigate with ease
layout,understandable space,explore confidently,positive,201311_113.91650685779294_22.599782819195894.png,moving freely
buildings,sense of order,easier navigation,positive,201311_113.8903839_22.5539715.png,facilitated travel
roads,sense of organization,increased comfort,positive,201311_113.8903839_22.5539715.png,experience comfort
cars,proper placement,enhanced safety,positive,201311_113.8903839_22.5539715.png,enhanced safety
paving,intentional design,greater appreciation,positive,201311_113.8903839_22.5539715.png,greater appreciation
streetlights,visibility,improved security,positive,201311_113.8903839_22.5539715.png,feel safe
highway,clear understanding,navigate effectively,positive,201311_113.9022082_22.590201799999996.png,predictable navigation
lanes,sense of order,follow traffic rules,positive,201311_113.9022082_22.590201799999996.png,obey traffic rules
barriers,feeling of safety,drive confidently,positive,201311_113.9022082_22.590201799999996.png,confident driving
markings,predictable environment,make informed decisions,positive,201311_113.9022082_22.590201799999996.png,informed decision-making
roads,sense of order,navigate effectively,positive,201311_113.907799_22.526203099999996.png,predictable navigation
buildings,organized environment,engage with space,positive,201311_113.907799_22.526203099999996.png,recognize surroundings
pathways,logical layout,move confidently,positive,201311_113.907799_22.526203099999996.png,confident walking
sidewalks,safety awareness,walk comfortably,positive,201311_113.907799_22.526203099999996.png,facilitated walking
crosswalks,traffic clarity,cross safely,positive,201311_113.907799_22.526203099999996.png,move along
trees,aesthetic appeal,enjoy surroundings,positive,201311_113.907799_22.526203099999996.png,attraction to nature
road,sense of order,navigate easily,positive,201311_113.90606_22.596435000000003.png,navigate with ease
trees,visual harmony,enjoy surroundings,positive,201311_113.90606_22.596435000000003.png,attraction to nature
intersection,logical arrangement,understand layout,positive,201311_113.90606_22.596435000000003.png,understanding layout
highway,sense of organization,navigate effectively,positive,201311_113.9315387_22.6072424.png,predictable navigation
greenery,intentional design,appreciate aesthetics,positive,201311_113.9315387_22.6072424.png,appreciate beauty
lanes,logical order,follow traffic rules,positive,201311_113.9315387_22.6072424.png,obey traffic rules
guardrails,sense of safety,drive confidently,positive,201311_113.9315387_22.6072424.png,confident driving
underpasses,structured environment,move smoothly,positive,201311_113.9315387_22.6072424.png,navigate clearly
road,sense of structure,navigating the area,positive,201311_113.92134492327405_22.6301559311904.png,predictable navigation
sidewalks,sense of structure,navigating the area,positive,201311_113.92134492327405_22.6301559311904.png,predictable navigation
trees,sense of structure,enjoying the environment,positive,201311_113.92134492327405_22.6301559311904.png,attraction to nature
walkway,sense of order,walking comfortably,positive,201311_113.92134492327405_22.6301559311904.png,walk safely
debris,slight detriment to organization,avoiding cluttered areas,negative,201311_113.92134492327405_22.6301559311904.png,hesitation to use space
road,organized system,navigate safely,positive,201311_113.95997440000001_22.599463099999998.png,cross the street safely
lanes,clear structure,follow directions,positive,201311_113.95997440000001_22.599463099999998.png,obey traffic rules
crossings,sense of safety,cross the street,positive,201311_113.95997440000001_22.599463099999998.png,cross the street safely
signals,orderly environment,obey traffic rules,positive,201311_113.95997440000001_22.599463099999998.png,following road rules
signs,guidance,make informed decisions,positive,201311_113.95997440000001_22.599463099999998.png,informed decision-making
elements,slight distortion,adjust perception,negative,201311_113.95997440000001_22.599463099999998.png,clarity of perception
infrastructure,moderate integration,navigate urban space,neutral,201311_113.95997440000001_22.599463099999998.png,navigate through space
street,sense of order,easier navigation,positive,201311_113.9212475061574_22.624198398318953.png,facilitated travel
buildings,recognizable layout,familiarity in environment,positive,201311_113.9212475061574_22.624198398318953.png,understanding layout
sidewalks,clear organization,encouragement to walk,positive,201311_113.9212475061574_22.624198398318953.png,desire to explore
vehicles,designated areas,reduced confusion,positive,201311_113.9212475061574_22.624198398318953.png,feel secure in the environment
path,sense of order,navigate through space,positive,201311_113.955732_22.590690699999996.png,ease in understanding
buildings,degree of organization,engage with environment,positive,201311_113.955732_22.590690699999996.png,engage with space
trees,natural harmony,relax and enjoy,positive,201311_113.955732_22.590690699999996.png,promote relaxation
debris,disruption of unity,avoid area,negative,201311_113.955732_22.590690699999996.png,hesitation to use space
vegetation,lack of maintenance,feel discomfort,negative,201311_113.955732_22.590690699999996.png,aversion
highway,sense of predictability,efficient logistical arrangement,neutral,201311_113.93390290000002_22.603255199999996.png,movement facilitation
lanes,sense of predictability,efficient logistical arrangement,neutral,201311_113.93390290000002_22.603255199999996.png,movement facilitation
barriers,sense of predictability,efficient logistical arrangement,neutral,201311_113.93390290000002_22.603255199999996.png,movement facilitation
road markings,sense of predictability,efficient logistical arrangement,neutral,201311_113.93390290000002_22.603255199999996.png,movement facilitation
road,sense of organization,navigating effectively,positive,201311_113.972093_22.603460099999996.png,easier navigation
landscaping,visual coherence,appreciating beauty,positive,201311_113.972093_22.603460099999996.png,engage with environment
trees,sense of order,relaxing in space,positive,201311_113.972093_22.603460099999996.png,enhance relaxation
hedges,sense of organization,feeling secure,positive,201311_113.972093_22.603460099999996.png,confidence in safety
curve,slight disruption,adjusting focus,negative,201311_113.972093_22.603460099999996.png,enhance environment
road,structured and easy to comprehend,navigate effectively,positive,201311_113.97217166373336_22.598046834891043.png,predictable navigation
sidewalks,organized and neat,walk comfortably,positive,201311_113.97217166373336_22.598046834891043.png,facilitated walking
trees,orderly arrangement,enjoy the scenery,positive,201311_113.97217166373336_22.598046834891043.png,appreciate beauty
buildings,chaotic scene,feeling of disorientation,negative,201311_113.9785024_22.6241635.png,creates confusion
shops,lack of order,difficulty in navigation,negative,201311_113.9785024_22.6241635.png,discomfort in spaces
traffic,overwhelmed senses,hesitation to engage,negative,201311_113.9785024_22.6241635.png,hesitation to walk
signs,visual clutter,distraction from surroundings,negative,201311_113.9785024_22.6241635.png,lack of interest
streets,recognizable order,easier navigation,positive,201311_113.9787376_22.589872099999997.png,facilitated travel
buildings,moderate harmony,exploration,neutral,201311_113.9787376_22.589872099999997.png,moving freely
sidewalks,clear organization,walking,positive,201311_113.9787376_22.589872099999997.png,move through space
storefronts,busy street life,shopping,neutral,201311_113.9787376_22.589872099999997.png,engage with space
pathway,moderate coherence,navigate towards buildings,positive,201311_113.9824091_22.594394199999996.png,walk without hesitation
green spaces,visual discontinuity,hesitation in movement,negative,201311_113.9824091_22.594394199999996.png,hesitation in movement
buildings,modern appeal,attraction to urban development,positive,201311_113.9824091_22.594394199999996.png,engagement with space
construction,disruption of flow,avoidance of area,negative,201311_113.9824091_22.594394199999996.png,detour
buildings,sense of coherence,understanding layout,positive,201311_113.9874162_22.598817899999997.png,clear understanding of layout
trees,integration with nature,enhanced comfort,positive,201311_113.9874162_22.598817899999997.png,increased comfort
road,degree of order,navigating space,positive,201311_113.9874162_22.598817899999997.png,ease in understanding
traffic signals,clarity in movement,following traffic rules,positive,201311_113.9874162_22.598817899999997.png,obey traffic rules
layout,strong feeling of coherence,easy to understand and navigate,positive,201311_113.9934289_22.598725899999998.png,easier navigation
network,sense of order,predictable movement,positive,201311_113.9934289_22.598725899999998.png,movement facilitation
buildings,discernible architectural style,attraction to space,positive,201311_113.9934289_22.598725899999998.png,engagement with space
landscaping,organized arrangement,encouragement to explore,positive,201311_113.9934289_22.598725899999998.png,moving freely
path,clear navigation,move through space,positive,201311_113.9956108_22.602901100000004.png,navigate through space
landscaped,organized environment,enjoy surroundings,positive,201311_113.9956108_22.602901100000004.png,attraction to nature
buildings,disjointed feel,hesitate to engage,negative,201311_113.9956108_22.602901100000004.png,hesitation in movement
elements,lack of order,feel unsettled,negative,201311_113.9956108_22.602901100000004.png,discomfort in spaces
buildings,reduced sense of harmony,less engagement with space,negative,201311_113.9849525_22.597865099999996.png,disinterest in interaction
sidewalks,sense of order,navigation through space,positive,201311_113.9849525_22.597865099999996.png,navigate efficiently
street lamps,enhanced clarity,increased safety awareness,positive,201311_113.9849525_22.597865099999996.png,understanding organization
concrete,lack of aesthetic appeal,disengagement from environment,negative,201311_113.9849525_22.597865099999996.png,lack of engagement
road,clear sense of order,easier navigation,positive,201311_113.97215286575438_22.599851368800312.png,facilitated travel
sidewalks,organized visual layout,increased pedestrian comfort,positive,201311_113.97215286575438_22.599851368800312.png,increased safety awareness
trees,structured environment,encourages outdoor activities,positive,201311_113.97215286575438_22.599851368800312.png,promote walking
wooded area,sense of enclosure,promotes relaxation,positive,201311_113.97215286575438_22.599851368800312.png,promote tranquility
street,sense of order,navigate effectively,positive,201311_114.010794_22.5554258.png,predictable navigation
buildings,planned design,engage with environment,positive,201311_114.010794_22.5554258.png,engage with space
greenery,aesthetic appeal,relax and enjoy,positive,201311_114.010794_22.5554258.png,promote relaxation
lanes,clarity,follow traffic rules,positive,201311_114.010794_22.5554258.png,obey traffic rules
traffic signs,guidance,make informed decisions,positive,201311_114.010794_22.5554258.png,informed decision-making
crossings,safety,cross streets confidently,positive,201311_114.010794_22.5554258.png,confidence in movement
buildings,moderate sense of order,navigating space,neutral,201311_114.00419846671053_22.673102084815238.png,ease in understanding
roads,lack of intentional design,hesitation to engage,negative,201311_114.00419846671053_22.673102084815238.png,hesitation to walk
vehicles,general utilitarian appearance,minimal interaction,negative,201311_114.00419846671053_22.673102084815238.png,minimal interaction
construction,lack of coherence,avoidance of area,negative,201311_114.00419846671053_22.673102084815238.png,detour
road,somewhat organized layout,navigate effectively,positive,201311_113.9934635_22.605469299999996.png,predictable navigation
fencing,indication of human intervention,feel secure,positive,201311_113.9934635_22.605469299999996.png,confidence in safety
greenery,obscured sense of order,feel disoriented,negative,201311_113.9934635_22.605469299999996.png,difficulty in understanding organization
buildings,distant presence,lack of engagement,negative,201311_113.9934635_22.605469299999996.png,disinterest in interaction
vegetation,unkempt nature,avoid exploration,negative,201311_113.9934635_22.605469299999996.png,reduced exploration
roads,sense of order,navigate efficiently,positive,201311_113.9978764_22.603342699999995.png,facilitating navigation
buildings,planned development,engage with space,positive,201311_113.9978764_22.603342699999995.png,recognize surroundings
landscaping,comprehensibility,appreciate surroundings,positive,201311_113.9978764_22.603342699999995.png,appreciate the view
buildings,sense of order,navigating the area,positive,201311_114.0367137_22.625328199999995.png,predictable navigation
sidewalks,safety and organization,walking comfortably,positive,201311_114.0367137_22.625328199999995.png,walk safely
greenery,aesthetic appeal,enjoying the environment,positive,201311_114.0367137_22.625328199999995.png,attraction to nature
garden,tranquility,relaxing outdoors,positive,201311_114.0367137_22.625328199999995.png,enhance comfort
pathways,clarity,exploring the neighborhood,positive,201311_114.0367137_22.625328199999995.png,exploring the neighborhood
roads,sense of order,navigate effectively,positive,201311_114.108805_22.539949000000004.png,predictable navigation
sidewalks,sense of safety,walk comfortably,positive,201311_114.108805_22.539949000000004.png,facilitated walking
traffic signals,enhanced awareness,follow traffic rules,positive,201311_114.108805_22.539949000000004.png,obey traffic rules
buildings,structured environment,engage with surroundings,positive,201311_114.108805_22.539949000000004.png,engagement with surroundings
buildings,reasonable level of coherence,easier navigation,positive,201311_114.1329892_22.5822593.png,facilitated travel
street,somewhat easy to understand,increased comfort,positive,201311_114.1329892_22.5822593.png,experience comfort
walkways,clear organization,encouragement to walk,positive,201311_114.1329892_22.5822593.png,desire to explore
traffic lanes,discernible layout,smoother driving experience,positive,201311_114.1329892_22.5822593.png,driving confidently
streets,sense of organization,navigate effectively,positive,201311_114.07813510000001_22.5592236.png,predictable navigation
trees,introduction of complexity,explore surroundings,neutral,201311_114.07813510000001_22.5592236.png,exploring surroundings
architecture,visual interest,engage with environment,positive,201311_114.07813510000001_22.5592236.png,engage with space
shops,predictable patterns,shop or visit,positive,201311_114.07813510000001_22.5592236.png,explore options
traffic,structured chaos,move through space,neutral,201311_114.07813510000001_22.5592236.png,navigate through space
high-rises,chaotic visual experience,distraction,negative,201311_114.0918839_22.580004399999996.png,distraction from surroundings
cliff,disorganized feeling,confusion,negative,201311_114.0918839_22.580004399999996.png,confusion in usage
trucks,lack of order,avoidance,negative,201311_114.0918839_22.580004399999996.png,hesitation to use space
containers,disarray,disengagement,negative,201311_114.0918839_22.580004399999996.png,lack of engagement
debris,cluttered environment,aversion,negative,201311_114.0918839_22.580004399999996.png,withdrawal from space
dumpster,unpleasantness,repulsion,negative,201311_114.0918839_22.580004399999996.png,withdrawal from space
road,clear path,navigate easily,positive,201311_114.1260936_22.5848949.png,navigate with ease
landscape,lack of organization,hesitation in movement,negative,201311_114.1260936_22.5848949.png,hesitation in movement
structures,mixed integration,confusion in navigation,negative,201311_114.1260936_22.5848949.png,difficulty in navigating
construction,disruption of flow,avoidance of area,negative,201311_114.1260936_22.5848949.png,detour
intersection,sense of order,navigate effectively,positive,201311_114.0363794_22.549060799999996.png,predictable navigation
signs,sense of order,follow traffic rules,positive,201311_114.0363794_22.549060799999996.png,obey traffic rules
infrastructure,sense of order,move confidently,positive,201311_114.0363794_22.549060799999996.png,confident walking
site,visual disorder,avoid area,negative,201311_114.0363794_22.549060799999996.png,hesitation to use space
street,moderate coherence,navigate space,neutral,201311_114.1331646_22.6036264.png,navigate through space
activity,some organization,engage with surroundings,positive,201311_114.1331646_22.6036264.png,engagement with surroundings
trucks,less organized feel,hesitate to explore,negative,201311_114.1331646_22.6036264.png,reduced exploration
buildings,varied types,question predictability,negative,201311_114.1331646_22.6036264.png,seek clarification
road,generally understandable,navigate easily,positive,201311_114.13313586110559_22.60543104368196.png,navigate with ease
greenery,natural environment,enjoy surroundings,positive,201311_114.13313586110559_22.60543104368196.png,attraction to nature
pavement,lack of organization,avoid obstacles,negative,201311_114.13313586110559_22.60543104368196.png,discomfort in the area
puddles,slightly less coherent,be cautious,negative,201311_114.13313586110559_22.60543104368196.png,increased safety
street,sense of visual clutter,avoidance of the area,negative,201311_114.1398083_22.565269999999995.png,feeling discontent
traffic,sense of organization,compliance with regulations,positive,201311_114.1398083_22.565269999999995.png,adherence to guidelines
landscape,complexity,exploration of surroundings,neutral,201311_114.1398083_22.565269999999995.png,exploring the neighborhood
trees,sense of order,feel organized,positive,201311_114.13318312310899_22.60182164061621.png,comprehension of layout
pathways,easy to comprehend,navigate effectively,positive,201311_114.13318312310899_22.60182164061621.png,predictable navigation
markings,predictability in environment,follow rules,positive,201311_114.13318312310899_22.60182164061621.png,compliance with regulations
railings,sense of safety,move confidently,positive,201311_114.13318312310899_22.60182164061621.png,confident walking
path,sense of order,navigate through space,positive,201311_114.1422458_22.573539200000006.png,ease in understanding
railing,structured arrangement,feel secure,positive,201311_114.1422458_22.573539200000006.png,confidence in safety
foliage,dense environment,explore surroundings,neutral,201311_114.1422458_22.573539200000006.png,exploring surroundings
roads,structured environment,navigating efficiently,positive,201311_114.158799_22.6090681.png,easier navigation
crossings,sense of safety,crossing streets confidently,positive,201311_114.158799_22.6090681.png,confidence in movement
signals,orderliness,following traffic rules,positive,201311_114.158799_22.6090681.png,obey traffic rules
styles,disorder,feeling unsettled,negative,201311_114.158799_22.6090681.png,difficulty in understanding organization
elements,inconsistency,hesitating to explore,negative,201311_114.158799_22.6090681.png,reduced exploration
buildings,sense of order,navigating effectively,positive,201311_114.1664523_22.6055109.png,easier navigation
road,clear organization,following paths,positive,201311_114.1664523_22.6055109.png,facilitates planning
fence,enhanced security,feeling safe,positive,201311_114.1664523_22.6055109.png,enhance comfort
panorama,slight disruption,hesitation in movement,negative,201311_114.1664523_22.6055109.png,hesitation in movement
buildings,sense of order,navigating spaces,positive,201311_114.14111260000001_22.612017599999994.png,navigate efficiently
sidewalks,sense of belonging,engaging with environment,positive,201311_114.14111260000001_22.612017599999994.png,engagement with surroundings
trees,natural comfort,relaxing,positive,201311_114.14111260000001_22.612017599999994.png,promote tranquility
construction,disruption of order,hesitation to explore,negative,201311_114.14111260000001_22.612017599999994.png,hesitation to proceed
buildings,clear organizational structure,navigating the area,positive,201311_114.1699075_22.572947699999997.png,predictable navigation
landscaping,orderly visual experience,appreciating the aesthetics,positive,201311_114.1699075_22.572947699999997.png,appreciate nature
hedges,integration of components,recognizing spatial organization,positive,201311_114.1699075_22.572947699999997.png,understanding organization
flower beds,pleasant environment,relaxing in the space,positive,201311_114.1699075_22.572947699999997.png,relaxing outdoors
streets,sense of order,navigate effectively,positive,201311_114.1708255_22.6072058.png,predictable navigation
buildings,recognizable structure,engage with environment,positive,201311_114.1708255_22.6072058.png,engage with space
natural elements,lack of harmony,avoid areas,negative,201311_114.1708255_22.6072058.png,withdrawal from space
road,discernible order,navigate effectively,positive,201311_114.1753739_22.602115699999995.png,predictable navigation
sidewalks,structured environment,promote walking,positive,201311_114.1753739_22.602115699999995.png,encourage relaxation
trees,natural integration,enhance relaxation,positive,201311_114.1753739_22.602115699999995.png,relax and unwind
buildings,urban planning,create community spaces,positive,201311_114.1753739_22.602115699999995.png,comprehend surroundings
pathways,moderate coherence,navigate effectively,positive,201311_114.1712754_22.5966659.png,predictable navigation
greenery,informal arrangement,explore freely,neutral,201311_114.1712754_22.5966659.png,desire to explore
walls,less organized,avoid interaction,negative,201311_114.1712754_22.5966659.png,disengagement
road,less structured environment,hesitate to traverse,negative,201311_114.1712754_22.5966659.png,reduced exploration
highway,degree of organization,navigate effectively,positive,201311_114.1766153913743_22.62211635756483.png,predictable navigation
hills,natural arrangement,enjoy scenery,positive,201311_114.1766153913743_22.62211635756483.png,appreciate beauty
power lines,detracts from harmony,avoid distraction,negative,201311_114.1766153913743_22.62211635756483.png,feeling unsettled
scale,overwhelming presence,feel discomfort,negative,201311_114.1766153913743_22.62211635756483.png,aversion
road,less organized,feel discomfort,negative,201311_114.1715729_22.579913799999993.png,aversion
guardrail,sense of safety,encourage use,positive,201311_114.1715729_22.579913799999993.png,promote walking
nature,lack of order,hesitate to explore,negative,201311_114.1715729_22.579913799999993.png,reduced exploration
infrastructure,confusion,avoidance of area,negative,201311_114.1715729_22.579913799999993.png,detour
markings,guidance,navigate effectively,positive,201311_114.1715729_22.579913799999993.png,predictable navigation
highway,strong sense of order,navigate confidently,positive,201311_114.16919617982792_22.62714279983004.png,confident driving
landscape,natural coherence,appreciate nature,positive,201311_114.16919617982792_22.62714279983004.png,appreciate beauty
vegetation,discernible patterns,explore surroundings,positive,201311_114.16919617982792_22.62714279983004.png,exploring surroundings
greenery,structured integration,enjoy the view,positive,201311_114.16919617982792_22.62714279983004.png,appreciate nature
road,sense of order,navigate effectively,positive,201311_114.1856469_22.5908533.png,predictable navigation
buildings,functional environment,engage with surroundings,positive,201311_114.1856469_22.5908533.png,engagement with surroundings
infrastructure,understandable layout,move confidently,positive,201311_114.1856469_22.5908533.png,confident walking
landscape,logical progression,explore area,positive,201311_114.1856469_22.5908533.png,exploring surroundings
street,functional urban organization,understanding layout,positive,201311_114.186989_22.595263999999997.png,clear understanding of layout
signage,sense of order,navigating spaces,positive,201311_114.186989_22.595263999999997.png,navigate efficiently
complexity,reduced coherence,hesitation in navigation,negative,201311_114.186989_22.595263999999997.png,difficulty in navigating
buildings,disjointed arrangement,lack of engagement,negative,201311_114.1832046_22.5984266.png,disinterest in interaction
vehicles,disrupted order,avoidance of space,negative,201311_114.1832046_22.5984266.png,disconnection from nature
bridge,lack of unity,reduced interaction,negative,201311_114.1832046_22.5984266.png,disengagement
railings,some organization,navigation assistance,neutral,201311_114.1832046_22.5984266.png,clear understanding of layout
markings,some clarity,following paths,neutral,201311_114.1832046_22.5984266.png,facilitates planning
cars,sense of order,increased organization,positive,201311_114.176878_22.581670799999998.png,comprehension of layout
markings,sense of clarity,improved navigation,positive,201311_114.176878_22.581670799999998.png,route planning
trees,disrupted organization,potential confusion,negative,201311_114.176878_22.581670799999998.png,difficulty in understanding organization
terrain,irregularity,hesitance in movement,negative,201311_114.176878_22.581670799999998.png,hesitation to proceed
layout,somewhat organized,navigate spaces,positive,201312_113.7839461_22.716497199999996.png,facilitating navigation
barricades,diminished accessibility,avoid areas,negative,201312_113.7839461_22.716497199999996.png,withdrawal from space
sidewalks,limited order,hesitate to explore,negative,201312_113.7839461_22.716497199999996.png,reduced exploration
tunnel,sense of order,easy navigation,positive,201311_114.231161_22.596456399999994.png,navigate with ease
walls,sense of order,easy navigation,positive,201311_114.231161_22.596456399999994.png,navigate with ease
lighting,sense of order,easy navigation,positive,201311_114.231161_22.596456399999994.png,navigate with ease
markings,sense of clarity,organized movement,positive,201311_114.231161_22.596456399999994.png,follow routes
traffic,sense of organization,smooth flow,positive,201311_114.231161_22.596456399999994.png,logical navigation
highway,sense of order,easy comprehension,positive,201311_114.1860739_22.6130437.png,route planning
landscape,background support,enhanced appreciation,positive,201311_114.1860739_22.6130437.png,enjoy the surroundings
sky,clarity,uplifted mood,positive,201311_114.1860739_22.6130437.png,enhanced relaxation
guardrails,safety,increased confidence,positive,201311_114.1860739_22.6130437.png,confidence in safety
structures,organization,navigational ease,positive,201311_114.1860739_22.6130437.png,easy comprehension
street,sense of order,navigate easily,positive,201312_113.78218214006371_22.68964439788343.png,navigate with ease
sidewalks,safety and accessibility,walk comfortably,positive,201312_113.78218214006371_22.68964439788343.png,facilitated walking
buildings,familiarity,engage with surroundings,positive,201312_113.78218214006371_22.68964439788343.png,engagement with surroundings
road markings,clarity,follow traffic rules,positive,201312_113.78218214006371_22.68964439788343.png,obey traffic rules
buildings,lack of coherence,difficulty in navigation,negative,201312_113.78476114628427_22.697658317071774.png,discomfort in spaces
road,sense of emptiness,reduced social interaction,negative,201312_113.78476114628427_22.697658317071774.png,reduced social interaction
structures,confusion,disinterest in the area,negative,201312_113.78476114628427_22.697658317071774.png,withdrawal from space
intersection,clear organization,navigate easily,positive,201312_113.8278184_22.7315766.png,navigate with ease
roadways,complex layout,caution while crossing,negative,201312_113.8278184_22.7315766.png,discomfort in the area
buildings,understandable layout,explore surroundings,positive,201312_113.8278184_22.7315766.png,exploring surroundings
traffic signals,implied safety,follow traffic rules,positive,201312_113.8278184_22.7315766.png,obey traffic rules
pedestrian pathways,busy environment,navigate carefully,negative,201312_113.8278184_22.7315766.png,discomfort in the area
buildings,degree of order,sense of organization,positive,201312_113.83443584337306_22.74126975401547.png,feel organized
street,clarity,navigation ease,positive,201312_113.83443584337306_22.74126975401547.png,easier navigation
colors,disruption of organization,increased awareness,negative,201312_113.83443584337306_22.74126975401547.png,feeling safe
materials,slight disruption,critical evaluation,negative,201312_113.83443584337306_22.74126975401547.png,seek clarification
buildings,sense of order,easier navigation,positive,201312_113.830443_22.644925700000005.png,facilitated travel
roads,planned environment,understanding organization,positive,201312_113.830443_22.644925700000005.png,understanding of layout
intersection,scale and complexity,hesitation in navigation,negative,201312_113.830443_22.644925700000005.png,difficulty in navigating
street,degree of coherence,exploration,positive,201312_113.83572026600113_22.73146253989801.png,moving freely
buildings,sense of order,engagement,positive,201312_113.83572026600113_22.73146253989801.png,comprehend surroundings
shops,community interaction,visiting,positive,201312_113.83572026600113_22.73146253989801.png,shop conveniently
