image_path,text
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201311_114.1331646_22.6036264.png,"This image taken in Shenzhen. The image depicts a sunny street lined with trees, creating a mix of light and shadows. To the left is a large building, possibly commercial or industrial, while the right side features smaller shops and stalls selling goods. Several red trucks are parked along the roadside, one displaying text, possibly business branding. A few pedestrians walk casually down the street. The scene feels calm and local, likely in a suburban or small commercial area. The trees offer shade, contributing to a tranquil atmosphere. The view shows a blend of urban infrastructure and outdoor market activity. The restorative indicator scores are:
- Being-away: 0.59272
- Coherence: 0.25326
- Scope: 0.32634
- Fascination: 0.73679
- Average Score: 0.47728"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.876258209507_22.67064777876147.png,"This image taken in Shenzhen. This street view image shows a wide road surrounded by greenery, including well-maintained hedges, tropical trees, and lush vegetation. A central divider separates the two lanes of traffic, and there are vehicles such as a van and a blue truck driving on the road. Utility poles with electrical wires run alongside the street, and streetlights provide lighting. The sky is clear with a faint blue hue, and the overall setting suggests a warm, pleasant day. The area appears to be a suburban or semi-urban location with trees and open spaces dominating the scene. The restorative indicator scores are:
- Being-away: 0.39994
- Coherence: 0.10818
- Scope: 0.43075
- Fascination: 0.11159
- Average Score: 0.26261"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.8374755_22.647390599999994.png,"This image taken in Shenzhen. This street view features a quiet intersection surrounded by greenery and trees. A blue truck is driving to the right, while a person on foot and another on a scooter are visible. A white building with a modern design is partially obscured by trees in the background. The pavement includes crosswalk markings, and the road appears to diverge into multiple paths. The environment feels peaceful, with sunlight filtering through the trees and well-maintained plant areas along the sidewalks. Palm trees are visible, suggesting a warm or tropical location. A vehicle roof is seen in the foreground, hinting this image was captured from a car. The restorative indicator scores are:
- Being-away: 0.68017
- Coherence: 0.34803
- Scope: 0.43055
- Fascination: 0.33828
- Average Score: 0.44926"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.8844253_22.668941099999998.png,"This image taken in Shenzhen. This panorama depicts a busy urban street scene, likely in an Asian city. The area features multiple commercial buildings adorned with colorful signage, advertising businesses and services. Vehicles, including vans and motorcycles, dominate the road, suggesting bustling activity. A pedestrian is visible, walking toward the curb. Some vendors are stationed by the roadside, and scattered goods are displayed. The sky is mostly clear, hinting at daytime. The environment appears functional yet crowded, encapsulating the intersection of commerce, transit, and daily life in an urban setting. The restorative indicator scores are:
- Being-away: 0.09297
- Coherence: 0.11063
- Scope: 0.43071
- Fascination: 0.50693
- Average Score: 0.28531"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.93289859477152_22.800449818195553.png,"This image taken in Shenzhen. The street view shows a wide, concrete road bordered by unfinished and older residential buildings. On the left, there are fully constructed apartments, while on the right, partially built structures and open areas suggest ongoing construction. A few trees line the road, providing sparse greenery. Electrical poles and wires are visible throughout, indicating urban infrastructure. The atmosphere feels quiet and mostly deserted except for a lone pedestrian on the right side. A small vehicle is partially visible in the foreground, adding a perspective element to the scene. The sky is clear and bright, radiating sunshine. The restorative indicator scores are:
- Being-away: 0.09289
- Coherence: 0.11164
- Scope: 0.72684
- Fascination: 0.11446
- Average Score: 0.26146"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.89281280000002_22.556411099999995.png,"This image taken in Shenzhen. This street view showcases a tree-lined urban road under bright daylight. A pedestrian bridge is visible on the right, near a curved pathway. The road has marked lanes with railings separating pedestrians and traffic. Nearby, a cyclist rides along a shaded sidewalk, surrounded by trees. Some commercial buildings and signage are discernible behind the railing on the left side. The scene is generally quiet and orderly, indicating a well-maintained urban environment. The restorative indicator scores are:
- Being-away: 0.59414
- Coherence: 0.46029
- Scope: 0.53276
- Fascination: 0.77754
- Average Score: 0.59118"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.9201526_22.757344299999996.png,"This image taken in Shenzhen. This image shows a wide, divided highway with clear lanes and sparse traffic. The environment is bright, with a clear blue sky and sunlight illuminating the road. On the right, a red truck and black car are visible near the roadside. Green grass, small trees, and shrubs adorn the sloped and landscaped median areas, with some overhead electrical power lines crossing above. To the left, a large building and more greenery surround the road. Streetlamps line both sides, and the scene presents a serene, well-maintained urban outskirts or suburban setting with open space and minimal congestion. The restorative indicator scores are:
- Being-away: 0.39967
- Coherence: 0.55758
- Scope: 0.53270
- Fascination: 0.11290
- Average Score: 0.40071"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.94724641296688_22.762202944327534.png,"This image taken in Shenzhen. This street view image depicts a sunny urban scene with two roads diverging. The left road has a large truck driving by, while the right road is lined with trees and streetlights. On the left, there are construction materials visible near a site, including stacked bricks and fencing. Small shops with signs written in Chinese are seen, along with residential buildings in the background. The area appears calm, with minimal traffic. A few riders and cars can be seen using the road. Clean sidewalks with greenery and well-maintained trees add to the urban ambiance. The sky is clear and bright. The restorative indicator scores are:
- Being-away: 0.09608
- Coherence: 0.11325
- Scope: 0.53214
- Fascination: 0.11579
- Average Score: 0.21432"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.96037321245348_22.71031364112373.png,"This image taken in Shenzhen. This street view shows a quiet urban setting with a wide, empty road flanked by industrial buildings and palm trees. The left side features shuttered storefronts, while the right side displays a clean concrete wall with air conditioning units above. The scene conveys a sunny, midday ambiance with sharp shadows cast by the trees. There appears to be minor graffiti on the wall, with a faded appearance. The road curves slightly in the distance, leading to more buildings. This is likely a commercial or industrial area with minimal pedestrian or vehicular activity. The restorative indicator scores are:
- Being-away: 0.09886
- Coherence: 0.11471
- Scope: 0.10112
- Fascination: 0.11837
- Average Score: 0.10827"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.9569087_22.710923500000003.png,"This image taken in Shenzhen. This street view image depicts a multi-lane highway surrounded by greenery on both sides, with a clear sky above. To the left is a beige multi-story building, while further into the distance, cranes hint at construction activity. The road appears clean and has light traffic, with cars moving in both directions. Roadside barriers separate the lanes from the vegetation. A red emergency phone box is visible along the right side. The perspective suggests the image was taken from the top of a vehicle. The overall scene conveys urban development alongside natural greenery, combining infrastructure with environmental elements. The restorative indicator scores are:
- Being-away: 0.09752
- Coherence: 0.25233
- Scope: 0.53208
- Fascination: 0.11712
- Average Score: 0.24976"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.9663157_22.5911024.png,"This image taken in Shenzhen. This street view captures an urban environment with a large, modern building on the left, characterized by glass windows and geometric shapes. Another structure is visible on the right, complemented by lush greenery and trees along the street. Cars and a beige bus are parked along the road, while some vehicles drive nearby. The road diverges, creating a fork leading to different pathways. The area is well-lit with streetlights, a clear sky overhead, and pedestrians absent in the image. Urban greenery blends harmoniously with concrete elements, giving the area a balanced feel of nature and development. The restorative indicator scores are:
- Being-away: 0.40026
- Coherence: 0.74095
- Scope: 0.22103
- Fascination: 0.25495
- Average Score: 0.40430"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.9429058_22.681555399999997.png,"This image taken in Shenzhen. The image shows a busy urban street corner surrounded by multi-story buildings, likely in a Chinese city. There are various shops and businesses with colorful signage in Mandarin advertising convenience stores, restaurants, and other services. Vehicles, including cars, motorbikes, and a blue truck, are parked or moving through the area. To the left, there’s a bridge leading over a waterway, flanked by trees and a construction-like area. The street appears to be bustling but not overly crowded, with pedestrians visible near the shops. The atmosphere suggests a working-class neighborhood with small businesses catering to local residents. The restorative indicator scores are:
- Being-away: 0.09454
- Coherence: 0.25250
- Scope: 0.53221
- Fascination: 0.73919
- Average Score: 0.40461"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_113.98020260000001_22.706513.png,"This image taken in Shenzhen. This street view image depicts a sunny, open area with scattered development. On the left, there are trees and sparse vegetation alongside a sidewalk. In the center, a hilly, grassy section is seen with a few slopes and industrial structures. On the right, a large, modern multi-story building with multiple windows and fencing appears. Wide streets with yellow lane markings frame the scene. Blue skies with scattered clouds dominate the background, creating a bright atmosphere. Overall, the area blends elements of nature, urban development, and construction. The restorative indicator scores are:
- Being-away: 0.09886
- Coherence: 0.11617
- Scope: 0.72838
- Fascination: 0.12023
- Average Score: 0.26591"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.02460795663488_22.690583366445924.png,"This image taken in Shenzhen. This image depicts a bright urban street with clear skies. Multiple low-rise buildings line the road, featuring stores and businesses with colorful signs. A fenced property sits to the foreground with greenery, while the street leads into intersections on both sides. Vehicles and trees are visible throughout the scene, with power lines running overhead. The area appears lively with pedestrians and parked cars, offering a mix of residential and commercial vibes. A shadow from the camera setup is cast on the bottom center of the image, emphasizing its street-view format. The setting reflects a typical urban suburban locality. The restorative indicator scores are:
- Being-away: 0.10003
- Coherence: 0.34920
- Scope: 0.53172
- Fascination: 0.33895
- Average Score: 0.32998"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.1465315_22.64902.png,"This image taken in Shenzhen. This street view depicts a wide roadway under bright sunny weather, surrounded by urban and semi-green spaces. A yellow vehicle is partially visible in the foreground, indicating the perspective from a driver’s view. On the left, there’s a fenced area and buildings in the distance. On the right, more greenery and structures are visible, including a large, elevated banner or sign supported by white poles. Vehicles drive on both sides, along with a visible white pickup truck and traffic cones near a building. The scene suggests a relatively quiet, spacious road that is part of a commercial or suburban area. The restorative indicator scores are:
- Being-away: 0.10114
- Coherence: 0.46108
- Scope: 0.53166
- Fascination: 0.25558
- Average Score: 0.33736"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.1675356_22.644914899999993.png,"This image taken in Shenzhen. The street view shows a divided road with a yield sign at an intersection. To the left are bushes and a tiled pedestrian walkway bordered by greenery. To the right is a tall concrete wall with modern residential buildings seen above it. The road appears clean, with clear lane markings and streetlights lining both sides. A red car hood is noticeable at the bottom foreground. The sky is clear, indicating a sunny day. In the distance, there is an overpass connecting the roads, with more buildings visible in the background, giving the area an urban atmosphere. The restorative indicator scores are:
- Being-away: 0.78440
- Coherence: 0.34955
- Scope: 0.63681
- Fascination: 0.33898
- Average Score: 0.52743"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.15496564402403_22.68774104495292.png,"This image taken in Shenzhen. The image shows a wide street with two lanes on each side, separated by a landscaped median with greenery and trees. On the left, a pink and beige multi-story building stands next to a construction site surrounded by blue fencing. On the right, another modern building is visible, flanked by trees and greenery. A few vehicles are visible on the road, and the shadows indicate clear sunny weather. Power lines run across the top, and the area appears urban with scattered vegetation along the roadside. The view is captured from a vehicle, adding perspective to the scene. The restorative indicator scores are:
- Being-away: 0.10219
- Coherence: 0.25136
- Scope: 0.22096
- Fascination: 0.25602
- Average Score: 0.20763"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.2010636_22.665965500000006.png,"This image taken in Shenzhen. This street view image shows a multi-lane highway on a sunny day, surrounded by greenery and hills in the distance. The road is well-maintained with clear lane markings and separated by guardrails. On the left are trees and vegetation, while buildings, likely part of a larger complex, are visible further back on the right. A billboard is present on the left side, showcasing text and images, though it is not clearly legible. Cars are sparsely driving along the road. The view from the vehicle hood indicates the perspective is shot from a vehicle, possibly using a 360-degree camera. The restorative indicator scores are:
- Being-away: 0.10435
- Coherence: 0.46213
- Scope: 0.72922
- Fascination: 0.11806
- Average Score: 0.35344"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.1943834_22.631455699999997.png,"This image taken in Shenzhen. This street view image shows a wide intersection with multiple lanes and well-maintained road markings. To the left, there are a few buildings, including residential and commercial structures. To the right, a small hill covered with greenery is visible, along with signs and railings lining the road. Overhead power lines stretch across the space, supported by tall pylons. A silver van is driving through the intersection, while a red vehicle’s hood is visible in the foreground. The sky is clear and bright, indicating daytime. The surroundings suggest a suburban or semi-urban environment with light traffic. The restorative indicator scores are:
- Being-away: 0.10344
- Coherence: 0.25177
- Scope: 0.32170
- Fascination: 0.25543
- Average Score: 0.23308"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.2148053_22.727966299999995.png,"This image taken in Shenzhen. This image depicts a bright urban street scene under a clear blue sky. On the left side are commercial buildings with colorful advertising banners in Chinese, likely indicating a shopping area. To the right are residential or institutional buildings surrounded by greenery and fenced areas. The street is broad, divided into two sections, with sparse vehicular traffic and parking. There’s a small white security booth visible at the junction. Pedestrian sidewalks line the road, marked with crosswalks. Overall, it portrays a quiet and orderly environment with a mix of commercial and residential facilities. The restorative indicator scores are:
- Being-away: 0.40125
- Coherence: 0.55834
- Scope: 0.22168
- Fascination: 0.25558
- Average Score: 0.35921"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.19316369793675_22.635618175979587.png,"This image taken in Shenzhen. The street view showcases a sunny, tree-lined urban road flanked by white buildings with blue windows and red detailing. A low concrete wall runs along the right side, separating the sidewalk from the buildings. Several pedestrians and cyclists move along the road and sidewalks, creating a lively atmosphere. The trees on both sides cast light and shadow patterns across the pavement, adding depth and texture to the scene. The front of a vehicle, possibly orange, is partially visible at the bottom, suggesting the perspective is from a car. The setting appears calm and suburban. The restorative indicator scores are:
- Being-away: 0.49490
- Coherence: 0.25169
- Scope: 0.22137
- Fascination: 0.60812
- Average Score: 0.39402"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.18655560000002_22.637104.png,"This image taken in Shenzhen. This street view depicts a busy urban area lined with multi-story buildings, shops, and stores. The road features vehicles parked along the sides and pedestrians walking on the sidewalks. Signs with Chinese characters indicate its location is likely in China. The environment includes utility poles, storefronts selling groceries, textiles, and other goods, as well as eateries. Vibrant banners and advertisements add color to the scene, complemented by a clear blue sky above. There are visible intersections and fences, suggesting a functional city layout. The perspective from a vehicle hood provides a real-time street experience. The area looks lively and bustling. The restorative indicator scores are:
- Being-away: 0.10314
- Coherence: 0.25163
- Scope: 0.22116
- Fascination: 0.41395
- Average Score: 0.24747"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.22741642663604_22.6742870331036.png,"This image taken in Shenzhen. This street view image shows a two-lane road bordered by concrete retaining walls with vegetation above. The road is divided by a median, featuring metal railings and sparse greenery. Cars, including a white van and an orange vehicle, are driving along the street. On the right, trees and buildings are visible in the distance, while streetlights and overhead utility cables line the roadway. The overall lighting suggests a sunny day with clear, blue skies. There is a sense of urban planning with organized landscaping and well-maintained infrastructure, blending natural elements with urban surroundings. The restorative indicator scores are:
- Being-away: 0.40142
- Coherence: 0.46257
- Scope: 0.43264
- Fascination: 0.11887
- Average Score: 0.35388"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.23760175466754_22.742406490495853.png,"This image taken in Shenzhen. The street view image showcases an urban area with low-rise apartment buildings on both sides, featuring beige and pink facades. The road is wide and largely empty, except for a few parked cars, a yellow vehicle in the foreground, and a blue truck on the right. Some shuttered commercial garages and construction materials are visible. The surroundings appear partially underdeveloped, with patches of dirt, unpaved areas, and scattered vegetation. The scene is brightly lit by the sun, indicating daytime. A mix of residential and commercial usage is evident, suggesting this could be a developing neighborhood. The restorative indicator scores are:
- Being-away: 0.10365
- Coherence: 0.46275
- Scope: 0.22111
- Fascination: 0.25553
- Average Score: 0.26076"
D:/A_Research/A_doing_research/20250804_LLM_campus_restoration/shanghai/test//201312_114.2280303_22.6858936.png,"This image taken in Shenzhen. The image depicts a wide street or highway surrounded by greenery and hills, likely in a rural or suburban area. Cars, including trucks, are visible on the road, while power lines stretch across the sky. Billboards in Chinese advertise various services or products on either side, contributing to a commercial feel. A few structures are present near the road, possibly toll booths or small shops. The scene feels quiet and spacious under a clear blue sky, with shadows suggesting sunlight coming from an angle. There is a sense of organization with marked lanes and barriers on the road. The restorative indicator scores are:
- Being-away: 0.29012
- Coherence: 0.11195
- Scope: 0.10047
- Fascination: 0.11973
- Average Score: 0.15557"
